Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Girls 12,Mongolia,Enkhsaikhan Odmaa,1113,6,5,122,18,67,49,Level D
2,Open 16,Azerbaijan,Khazar Babazada,2409,10,7.5,288,30,53,23,Level D
3,Girls 12,Mongolia,Gurvanbaatar Urangoo,1233,10,7,321,38,59,21,Level D
4,Open 16,Philippines,Chester Neil Reyes,1837,10,8.5,330,34,55,21,Level D
5,Open 16,Belarus,Denis Lazavik,2440,10,8,408,37,57,20,Level D
6,Open 16,Philippines,Jeremy Marticio,1693,10,7,375,34,54,20,Level D
7,Open 16,Bolivia,Zahid Ramos Aranda,1546,10,7.5,267,42,61,19,Level D
8,Open 16,India,Arjun Sidharth S,1665,10,5,438,33,52,19,Level C
9,Open 16,Vietnam,Pham Thien Phuc Vo,2037,10,6.5,421,32,51,19,Level C
10,Open 16,Mongolia,Nyamsuren Batbold,1954,10,7,334,39,57,18,Level D
11,Open 16,United States of America,Christopher Woojin Yoo,2479,10,7.5,277,37,55,18,Level D
12,Open 16,,Jubin Jimmy,2259,10,7.5,297,39,56,17,Level D
13,Open 16,Panama,Martin Daniel Briones Espino,1523,10,5,317,43,58,15,Level D
14,Open 16,Israel,Yair Hoffmann,2351,9,7.5,336,43,58,15,Level D
15,Open 16,Georgia,Alexandre Tsanatsqenishvili,1787,10,6,378,35,49,14,Level C
16,Open 16,Russia,Konstantin Popov,2370,10,5.5,502,38,51,13,Level C
17,Open 16,Panama,Jorge Enrique Guerra Ramirez,,10,4,334,41,53,12,Level C
18,Open 16,England,Aaravamudhan Balaji,2206,10,6.5,412,38,50,12,Level C
19,Open 16,Czech Republic,Jakub Kusa,2315,10,6,389,39,50,11,Level C
20,Open 16,Cuba,Alain Otero Marino,2232,10,6.5,451,41,51,10,Level C
21,Open 16,Georgia,Akaki Qalichava,2014,10,6,412,41,51,10,Level C
22,Open 16,India,Samant Aditya S,2297,10,7.5,364,43,52,9,Level D
23,Open 16,Thailand,Prin Laohawirapap,2125,10,5.5,365,42,51,9,Level C
24,Open 16,India,Hriday Dharmesh Sheth,1666,9,5.5,393,42,51,9,Level C
25,Open 16,India,V Pranav,2366,10,7.5,370,45,53,8,Level C
26,Open 16,Indonesia,Aditya Bagus Arfan,2274,10,6,362,43,51,8,Level C
27,Girls 12,Russia,Victoria Merkulova,1780,10,7,383,41,49,8,Level B
28,Open 16,Morocco,Youssef Elharrak,1084,10,6,432,39,47,8,Level C
29,Open 16,India,Bhattacharyya Soham,2004,10,6.5,364,45,52,7,Level C
30,Open 16,Azerbaijan,Sadig Garayev,1881,10,6,382,42,49,7,Level B
31,Open 16,India,Aaryan Varshney,2277,10,8,450,42,49,7,Level C
32,Girls 12,,Hanxi Jiang,,10,8,291,42,48,6,Level B
33,Open 16,Belarus,Maksim Tsaruk,2324,10,7.5,295,49,54,5,Level C
34,Open 16,India,Shome Shiv,2237,10,6,410,43,47,4,Level B
35,Open 16,Azerbaijan,Shiroghlan Talibov,2083,10,7.5,378,48,51,3,Level C
36,Open 16,Mexico,Dennys Moreno Fong,1324,10,6,380,48,51,3,Level C
37,Open 16,Kyrgyzstan,Eldiar Orozbaev,2128,10,6,359,47,50,3,Level C
38,Open 16,Singapore,Yi Herng Joel Ong,2033,10,5.5,380,46,49,3,Level B
39,Girls 12,India,Sneha Halder,1680,10,8,392,44,47,3,Level B
40,Open 16,Canada,Nameer Issani,2070,10,6.5,491,45,47,2,Level B
41,Open 16,India,Pranesh M,2437,10,7.5,307,52,53,1,Level C
42,Girls 12,India,Sachi Jain,1460,10,8,292,51,52,1,Level C
43,Open 16,Argentina,Tobias Sebastian Moreno Perez,2002,10,6,308,51,52,1,Level C
44,Open 16,Vietnam,Quoc Hy Nguyen,2242,10,6,345,50,51,1,Level C
45,Open 16,Russia,Aleksey Grebnev,2472,10,7,419,49,50,1,Level C
46,Open 16,Albania,Aleksander Xhembulla,1749,10,5.5,377,49,50,1,Level C
47,Open 16,India,Sourath Biswas,2219,10,6.5,388,49,49,0,Level B
48,Girls 12,Georgia,Kristine Khvadagiani,1385,10,8,388,46,46,0,Level B
49,Open 16,Canada,Neil Doknjas,2064,10,5,375,53,52,-1,Level C
50,Open 16,Ireland,Adam Collins,1887,10,5,304,51,50,-1,Level C
51,Open 16,Jamaica,John Stephenson,1629,10,5,428,50,49,-1,Level B
52,Open 16,Sri Lanka,L M S T De Silva,2085,10,7.5,425,50,49,-1,Level B
53,Girls 12,Kazakhstan,Elnaz Kaliakhmet,1686,10,7,347,50,48,-2,Level B
54,Open 16,India,Harshad S,2343,10,6.5,431,49,47,-2,Level B
55,Open 16,Canada,Richard Zheng,2036,10,7,373,47,45,-2,Level B
56,Open 16,Greece,Dimitrios Stefanou,2099,10,6.5,358,54,51,-3,Level C
57,Open 16,Jamaica,Darren McKennis,1735,10,5.5,430,53,50,-3,Level C
58,Open 16,Japan,Haruto Endo,1643,10,5,347,53,50,-3,Level C
59,Girls 12,Panama,Ashley Alexandra Castillo Beitia,1344,10,7,367,51,48,-3,Level B
60,Open 16,Uzbekistan,Mukhiddin Madaminov,2139,10,7,398,51,48,-3,Level C
61,Open 16,Russia,Leonid Galkin,1966,10,5.5,414,51,48,-3,Level B
62,Girls 12,Georgia,Anastasia Kirtadze,1719,9,8,344,50,47,-3,Level B
63,Open 16,Kenya,Aguda Lwanga,1422,8,4.5,227,48,45,-3,Level D
64,Girls 12,India,Yashvi Jain,1376,10,6,400,48,45,-3,Level B
65,Open 16,Indonesia,Jan Adiar Malik,2201,10,4.5,287,55,51,-4,Level C
66,Open 16,Peru,Diego Saul Rodri Flores Quillas,2245,10,6.5,330,53,49,-4,Level B
67,Open 16,Albania,Sirio Dafa,1068,9,4,329,52,48,-4,Level B
68,Girls 12,India,Sanikommu Manasvi,1331,10,7.5,414,51,47,-4,Level B
69,Girls 12,Scotland,Ashley Tandon,1350,10,5,448,49,45,-4,Level B
70,Open 16,FIDE,Kirill Putrenko,2173,10,7,371,48,44,-4,Level B
71,Open 16,Cuba,Jose A. Hernandez Izquierdo,2054,10,6,313,53,48,-5,Level C
72,Open 16,Russia,Grigori Ponomarev,2275,10,6,439,52,47,-5,Level B
73,Girls 12,Peru,Mamani Orozco Camila Guianella,1265,9,3.5,229,52,47,-5,Level B
74,Open 16,India,Shah Jeet,1976,10,7,335,57,51,-6,Level C
75,Open 16,,Rohith Krishna S,2304,10,7,477,52,46,-6,Level B
76,Girls 12,Argentina,Ernestina Adam,1354,10,6.5,344,50,44,-6,Level B
