Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Girls,United Arab Emirates,Aisha Mohammed Al Muaeni,1178,5,4.5,97,30,62,32,Level A
2,Open,Iran,Bardiya Daneshvar,2399,7,5.5,351,39,53,14,Level A
3,Open,Singapore,Shao Kai Dylan Loh,1685,7,3.5,284,41,52,11,Level A
4,Open,India,Pranesh M,2437,7,4.5,335,42,51,9,Level A
5,Open,Vietnam,Nguyen Quoc Hy HCM,,7,4.5,236,44,50,6,Level A
6,Open,Sri Lanka,L M S T De Silva,2085,7,4.5,277,47,52,5,Level A
7,Open,India,Aditya Mittal,2438,7,5.5,338,47,52,5,Level A
8,Girls,Philippines,April Joy Claros,1459,7,5.5,297,46,51,5,Level A
9,Open,Singapore,Xinglun Royce Ho,1995,7,3,227,50,54,4,Level A
10,Girls,Mongolia,Davaakhuu Munkhzul,1991,7,4.5,292,48,52,4,Level A
11,Girls,India,Velpula Sarayu,1964,7,4.5,210,49,50,1,Level A
12,Girls,India,Boramanikar Tanisha S,1670,7,4,236,51,51,0,Level A
13,Open,Indonesia,Cleon Amadeus Surya,1629,7,3,171,47,47,0,Level A
14,Open,India,V Pranav,2348,7,6,245,57,54,-3,Level A
15,Open,Mongolia,Otgonbayar Bat-Erdene,1411,7,4,192,55,51,-4,Level A
16,Open,Kazakhstan,Timur Kenbeilov,2095,7,3.5,278,51,47,-4,Level A
17,Open,India,Bharath Subramaniyam H,2437,7,3,296,56,51,-5,Level A
18,Open,Kazakhstan,Satbek Akhmedinov,1948,7,3.5,286,55,50,-5,Level A
19,Open,India,Raahil Mullick,2386,7,4,251,51,46,-5,Level A
20,Open,Chinese Taipei,Adelard Bai,2399,7,3.5,300,50,44,-6,Level A
21,Open,Iran,Hamidreza Ebrahimi Hareb,2020,7,3.5,303,55,48,-7,Level A
22,Open,Lebanon,Bashar Kassar,1379,7,2.5,235,59,50,-9,Level A
23,Open,Philippines,Mark Jay Bacojo,1926,7,4.5,262,61,50,-11,Level A
24,Open,China,Di Zhang,2108,7,5,297,59,48,-11,Level A
25,Open,Bangladesh,Choudhury Swarnavo,1927,7,2.5,225,55,44,-11,Level A
26,Open,,Jubin Jimmy,2259,7,5,293,55,44,-11,Level A
27,Girls,Kazakhstan,Meirzhan Karataikyzy,1683,7,4,239,53,41,-12,Level A
28,Girls,India,Shivika Rohilla,1915,7,4,248,55,42,-13,Level A
29,Girls,Indonesia,Laysa Latifah,1897,7,6,214,57,43,-14,Level A
30,Open,India,Shahil Dey,2376,7,5,296,60,45,-15,Level A
31,Girls,India,V Renganayaki,1783,7,4.5,292,59,44,-15,Level A
32,Girls,Philippines,Samantha Babol Umayan,1553,6,1.5,178,55,40,-15,Level A
33,Open,Vietnam,Pham Thien Phuc Vo,2037,7,4,267,59,43,-16,Level A
