Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Open 18,Mongolia,Dambasuren Batsuren,2504,10,7.5,364,32,59,27,Level D
2,Girls 10,India,Kolagatla Alana Meenakshi,1120,10,9,282,33,56,23,Level D
3,Open 18,India,Saksham Rautela,2480,10,7,341,32,54,22,Level C
4,Open 18,Greece,Nikolaos Spyropoulos,2425,10,7,298,37,57,20,Level D
5,Open 18,India,Kushagra Mohan,2351,9,5.5,327,39,55,16,Level D
6,Open 18,India,Harshavardhan G B,2397,10,8,380,41,56,15,Level D
7,Open 18,Azerbaijan,Aydin Suleymanli,2563,10,8.5,277,39,53,14,Level C
8,Open 18,India,Sankalp Gupta,2429,10,7.5,413,38,51,13,Level C
9,Open 18,India,Aronyak Ghosh,2440,10,8,329,35,48,13,Level C
10,Open 18,Russia,Ilya Makoveev,2306,10,7.5,282,42,53,11,Level C
11,Open 18,Russia,Kirill Romanov,2023,10,5,323,42,53,11,Level D
12,Girls 10,India,Aadhya Jain,1115,10,9.5,258,42,53,11,Level C
13,Open 18,India,Anuj Shrivatri,2350,10,6.5,446,41,50,9,Level C
14,Open 18,Cuba,Kemel Antonio Gallo Garcia,2328,5,1.5,173,37,46,9,Level C
15,Girls 10,Bangladesh,Khusbu Warsia,1411,10,7.5,250,45,53,8,Level C
16,Open 18,Vietnam,Lam Thien Nguyen,2116,9,4,355,44,52,8,Level C
17,Open 18,Jersey,Jem Gurner,1800,9,5.5,378,45,52,7,Level C
18,Open 18,India,Srihari L R,2414,10,6.5,408,40,47,7,Level C
19,Open 18,Turkiye,Akin Kizilkus,2336,10,6.5,470,47,53,6,Level C
20,Girls 10,Russia,Ksenia Asachenko,1209,10,7.5,279,45,51,6,Level C
21,Open 18,Russia,Ruslan Kavyev,2306,10,7.5,410,45,50,5,Level C
22,Open 18,Switzerland,Daniel Fischer,2290,10,6.5,320,48,52,4,Level C
23,Open 18,Kyrgyzstan,Vladislav Onufrienko,1872,10,4.5,342,44,48,4,Level B
24,Open 18,Andorra,Lance Henderson De La Fuente,2491,10,7.5,216,50,53,3,Level C
25,Open 18,Nicaragua,Jose Nahum Espinoza Solano,2114,10,5,318,50,53,3,Level C
26,Open 18,India,Anadkat Kartavya,2170,10,6.5,356,50,53,3,Level C
27,Open 18,Spain,Aaron Alonso Garcia,2363,10,7.5,396,48,51,3,Level C
28,Open 18,Canada,Shawn Rodrigue-Lemieux,2276,10,6.5,343,45,48,3,Level B
29,Girls 10,Romania,Vasylyna Semenova,1223,10,6.5,426,42,45,3,Level B
30,Open 18,Morocco,Amine Alaissaoui,,10,6,386,49,51,2,Level C
31,Girls 10,United States of America,Megan Althea Paragua,,10,7.5,360,48,50,2,Level C
32,Open 18,India,Panesar Vedant,2266,10,7,323,55,56,1,Level D
33,Open 18,England,Viktor Stoyanov,2240,10,6,418,50,51,1,Level C
34,Open 18,United States of America,Justin Wang,2467,10,7.5,465,47,48,1,Level B
35,Open 18,Spain,Jose Escartin Lacasa,2253,10,6.5,291,56,56,0,Level D
36,Open 18,Vietnam,Minh Nhat Dao,2269,10,6,305,52,52,0,Level C
37,Open 18,Sri Lanka,Ranindu Dilshan Liyanage,2203,10,7,386,51,51,0,Level C
38,Open 18,Ireland,Tarun Kanyamarala,2369,7,3.5,261,50,50,0,Level C
39,Open 18,Philippines,Justine Diego Mordido,1715,10,6.5,461,48,48,0,Level B
40,Open 18,Slovenia,Jan Subelj,2426,9,6,247,54,53,-1,Level C
41,Open 18,Indonesia,Naufal Aiz Dhafin Aulia,1722,10,4.5,347,52,51,-1,Level C
