Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Girls 16,Gabon,Darla Charlhess Ntolo,,6,2,127,33,71,38,Level D
2,Open 12,India,Mrinmoy Rajkhowa,1634,10,7.5,385,27,58,31,Level D
3,Open 12,Azerbaijan,Jahandar Azadaliyev,1883,10,10,382,33,55,22,Level D
4,Open 12,,Ganbat Tenguundalai,1281,10,7,318,41,57,16,Level D
5,Girls 16,Panama,Nicole Cianca Pinto,,10,5,209,44,59,15,Level D
6,Open 12,,Ethan Vaz,1384,10,7.5,344,37,52,15,Level C
7,Open 12,,Edgar Mamedov,2129,10,7.5,389,37,52,15,Level C
8,Open 12,Poland,Kamil Warchol,2183,10,7.5,319,38,52,14,Level C
9,Open 12,Malaysia,Yu Tian Poh,2081,10,8.5,324,37,51,14,Level C
10,Open 12,Bangladesh,Reja Neer Manon,2162,10,7.5,343,38,51,13,Level C
11,Open 12,Mongolia,Battulga Tenuunbold,1753,10,7.5,358,39,51,12,Level C
12,Open 12,United States of America,Bryan Xie,2027,10,6,366,42,53,11,Level C
13,Girls 16,Mongolia,Davaakhuu Munkhzul,1991,10,8,394,41,52,11,Level C
14,Open 12,Chile,Mauricio Emmanuel Marrujo Pardo,1933,10,6,365,42,52,10,Level C
15,Girls 16,Vietnam,Bui Thi Thanh Van Vu,1750,10,7,332,43,51,8,Level C
16,Open 12,Canada,Leo Lin,1650,10,6,421,43,51,8,Level C
17,Open 12,United States of America,Timothy Xie,1730,10,5.5,328,41,49,8,Level B
18,Open 12,Kyrgyzstan,Emir Sharshenbekov,1794,10,7.5,457,41,49,8,Level C
19,Open 12,Vietnam,Nho Kiet Dinh,1792,10,7.5,372,45,52,7,Level C
20,Open 12,Ukraine,Teimur Toktomushev,1903,10,5.5,401,44,51,7,Level C
21,Open 12,Philippines,Al-Basher Buto,1568,10,6.5,402,42,49,7,Level B
22,Open 12,,Sayyid Usmon Shamsuddin,1434,10,7,334,41,48,7,Level B
23,Girls 16,FIDE,Mariya Yakimova,2215,10,7.5,380,44,49,5,Level B
24,Open 12,Vietnam,Tran Gia Phuc Pham,1912,10,5.5,400,46,50,4,Level C
25,Open 12,Norway,Havard Haug,1807,9,6.5,371,44,47,3,Level B
26,Open 12,Canada,Johnathan Han,1805,10,5.5,399,42,45,3,Level C
27,Girls 16,Georgia,Diana Lomaia,2111,10,7.5,401,50,52,2,Level C
28,Open 12,India,Ashvath Mittal,1419,10,6.5,397,49,51,2,Level C
29,Open 12,Scotland,Frederick Waldhausen Gordon,1456,10,6.5,358,47,49,2,Level B
30,Girls 16,Georgia,Elene Tsotsonava,1887,10,6,353,45,47,2,Level B
31,Open 12,India,Madhvendra Pratap Sharma,1043,10,7,443,45,46,1,Level B
32,Open 12,Georgia,Tamaz Tushishvili,1304,10,4.5,348,43,44,1,Level B
33,Girls 16,India,Bhagyashree Patil,1958,10,6.5,400,53,53,0,Level C
34,Open 12,Albania,Mateo Boci,1261,10,6,388,51,51,0,Level C
35,Open 12,India,Nirnay Garg,1671,10,7,373,49,49,0,Level B
36,Open 12,FIDE,Mohamed Salem Arhimow,,10,5,358,48,48,0,Level B
37,Open 12,Malaysia,Ern Jie Anderson Ang,1910,9,6.5,397,46,46,0,Level B
38,Girls 16,Kazakhstan,Amina Kairbekova,2132,10,8,420,45,45,0,Level B
39,Open 12,Canada,Michael Shi,1301,10,4.5,393,42,42,0,Level B
40,Open 12,India,Goutham Krishna H,1352,10,8,416,50,49,-1,Level B
41,Open 12,,Alikhan Khazhatuly,1647,10,7,354,49,48,-1,Level B
42,Open 12,Russia,Ivan Zemlyanskii,2013,10,7.5,325,48,47,-1,Level C
43,Open 12,India,Priansh Das,1754,10,7,339,48,47,-1,Level B
44,Open 12,Argentina,Francisco Fiorito,1791,10,6.5,380,47,46,-1,Level B
45,Open 12,Russia,Leonid Efimov,1866,10,6.5,296,47,46,-1,Level B
46,Open 12,United States of America,Qi Pang,1799,10,5.5,368,51,49,-2,Level B
47,Open 12,India,Dhruva Thota,1403,10,6,405,50,48,-2,Level B
48,Open 12,Russia,David Akhmedov,2059,10,7,296,54,51,-3,Level C
49,Girls 16,Malaysia,Jia Ru Sim,2005,10,7,402,52,49,-3,Level B
50,Open 12,Greece,Nikolaos 44725 Sitsanis,1660,10,6,348,52,49,-3,Level B
51,Open 12,Mongolia,Odbayar Bilegsaikhan,1489,10,6.5,340,52,49,-3,Level B
52,Open 12,India,Kshatriya Nitin Vekhande,1782,10,6,408,52,49,-3,Level B
53,Open 12,,Jaidev Kaleeswaran,,3,0,69,48,45,-3,Level B
54,Open 12,South Africa,Ethan Mungal,,10,5,366,45,42,-3,Level B
55,Open 12,Spain,Daniel Tabuenca Mendataurigoitia,1893,8,4.5,299,52,48,-4,Level C
56,Open 12,United States of America,Will Luo,1445,10,6,488,47,43,-4,Level B
57,Open 12,Bolivia,Juan Carlos Tejerina Lazarte,1364,10,5,430,51,46,-5,Level B
58,Open 12,Ukraine,Demian Dzoba,1734,10,6.5,346,51,46,-5,Level B
59,Girls 16,India,Marium Fatima,1511,10,5,574,48,43,-5,Level B
60,Open 12,Vietnam,Vuong Tung Lam Nguyen,1588,10,6.5,348,55,49,-6,Level C
61,Girls 16,Singapore,Xiu Ning Charlene Mak,1641,10,7,378,51,45,-6,Level B
62,Open 12,South Africa,Raphael Felix,1342,9,4.5,408,56,49,-7,Level B
63,Girls 16,Philippines,Lexie Grace Hernandez,1747,10,8,348,54,47,-7,Level B
64,Open 12,Belarus,Aliaksandr Hvozdz,1771,10,6.5,365,54,47,-7,Level B
65,Open 12,Bangladesh,Haque Md. Sajidul,1740,10,6,368,54,47,-7,Level B
66,Open 12,Mexico,Miguel Arturo Silva Arellano,1489,10,4,446,53,46,-7,Level B
67,Open 12,India,Bharadia Yash,1675,10,6.5,421,58,50,-8,Level C
68,Open 12,England,Jude Shearsby,1673,10,6.5,308,55,47,-8,Level B
69,Open 12,Philippines,Christian Gian Karlo Arca,1681,10,6.5,295,54,46,-8,Level B
70,Girls 16,India,Vishwa Vasnawala,2047,10,6.5,289,54,46,-8,Level B
71,Open 12,Bolivia,Anderson Arnez Vargas,,10,5,431,52,44,-8,Level A
72,Open 12,India,Apoorv Kamble,1579,10,7.5,339,58,49,-9,Level B
73,Open 12,Georgia,Erekle Tabatadze,1343,10,4.5,338,57,48,-9,Level B
74,Open 12,Canada,Hossain Azher,1406,10,5.5,380,56,47,-9,Level B
75,Open 12,Switzerland,Kala Kishan Udipi,1715,10,6.5,357,55,46,-9,Level B
76,Girls 16,Czech Republic,Martina Stastna,1692,10,6,364,54,45,-9,Level B
77,Girls 16,Turkiye,Gulce Nehir Kara,1859,10,7,368,58,48,-10,Level B
78,Open 12,Mexico,Miguel Angel Carrillo Fonseca,1420,10,5.5,462,50,40,-10,Level B
79,Girls 16,India,Rajai Simran,1030,10,6,242,64,53,-11,Level C
80,Open 12,Australia,Oscar Gao,1689,10,5.5,330,59,48,-11,Level B
81,Open 12,Georgia,Tengiz Toidze,1307,9,5,303,57,46,-11,Level B
82,Girls 16,Jamaica,Raehanna Brown,1594,10,5.5,317,57,46,-11,Level B
83,Open 12,Sri Lanka,Thehara T Vakeesan Galagedara,1118,10,5.5,257,56,45,-11,Level B
84,Open 12,Netherlands,Chenwu Zhu,,9,5.5,386,55,44,-11,Level B
85,Girls 16,Peru,Estefany Anyaly Sihuincha Quispe,1257,10,4.5,340,55,44,-11,Level A
86,Girls 16,Brazil,Clarice Soares Leite Flores,1650,10,5,406,57,45,-12,Level B
87,Open 12,Brazil,Enzo De Almeida Ramos,1272,10,4,319,56,44,-12,Level B
88,Girls 16,Bangladesh,Ferdous Jannatul,1745,10,6,367,56,44,-12,Level A
89,Open 12,Norway,Isak Vinh Brattgjerd,1849,10,5.5,304,60,47,-13,Level B
90,Open 12,Slovenia,Aljosa Keber,,8,4,255,56,43,-13,Level A
91,Girls 16,Kazakhstan,Xeniya Balabayeva,2116,9,6,319,56,43,-13,Level B
92,Open 12,United States of America,Emmanuel Dentchouk,1900,10,6.5,278,56,43,-13,Level B
93,Open 12,Chile,Maximiliano Farias Jaque,1395,10,5,320,60,46,-14,Level B
94,Open 12,India,Borgaonkar Akshay,1941,10,6.5,307,59,45,-14,Level B
95,Open 12,Cuba,Ubaldo Enrique Lopez Naranjo,1718,10,5,290,58,44,-14,Level B
96,Open 12,,Werne Potgieter,,10,4.5,395,58,44,-14,Level B
97,Girls 16,India,Ratnapriya K,1588,10,7,378,57,43,-14,Level B
98,Girls 16,England,Imogen Dicen,1630,10,6.5,367,56,42,-14,Level A
99,Girls 16,,Bobadilla Valeria Belen Sanchez,,10,3.5,431,54,40,-14,Level A
100,Open 12,Sri Lanka,G Haritha Hansana,1269,9,4,348,53,39,-14,Level B
101,Open 12,"Hong Kong, China",Wang Ip Boris Chan,1311,10,4.5,380,64,49,-15,Level B
102,Girls 16,India,Anishka Vikram,1531,10,6,323,62,47,-15,Level B
103,Open 12,Romania,Robert-Gabriel Sava,1699,10,6,358,61,46,-15,Level B
104,Open 12,Turkiye,Ege Yigit Celik,1446,4,1,82,61,46,-15,Level C
105,Open 12,Turkiye,Cinar Durmus,1166,10,5,386,59,44,-15,Level A
106,Open 12,Malaysia,Hong Jun Lai,1595,9,5.5,435,57,42,-15,Level A
107,Open 12,England,Theo Khoury,1729,10,5,403,56,41,-15,Level A
108,Open 12,Chile,Javier Alonso Arias Diaz,1271,10,4.5,407,62,46,-16,Level B
109,Open 12,Panama,Samir Camargo Silva,1528,10,4.5,377,61,45,-16,Level B
110,Open 12,Slovenia,Tilen Kovacec,1183,10,5.5,309,61,45,-16,Level B
111,Open 12,United States of America,Andrew Guo,1678,8,5.5,382,60,44,-16,Level A
112,Open 12,Ireland,Wenle Liu,1162,10,4.5,324,64,47,-17,Level B
113,Open 12,Philippines,Ivan Travis Cu,1547,10,5.5,317,62,45,-17,Level B
114,Girls 16,United States of America,Ruiyang Yan,2111,10,8.5,342,61,44,-17,Level B
115,Open 12,Sri Lanka,Jeewantha Aloka Hettiarachchi,1118,10,5.5,418,58,41,-17,Level A
116,Open 12,Indonesia,Patrick Purnama,1373,10,6.5,480,56,39,-17,Level A
117,Open 12,Peru,Alessandro Jair Cardenas Huachaca,,10,3.5,478,52,35,-17,Level A
118,Open 12,El Salvador,Marvin Andres Guevara Ruiz,,10,4,312,65,47,-18,Level B
119,Open 12,Georgia,Nikoloz Kachakhidze,1140,10,4,319,62,44,-18,Level A
120,Open 12,Greece,Stefanos Kazantzoglou,1645,10,5,304,62,44,-18,Level A
121,Open 12,,Le Minh Hoang Huynh,1326,10,6,376,61,43,-18,Level A
122,Girls 16,England,Alisha Vyas,1282,10,5,431,61,43,-18,Level A
123,Open 12,Peru,Juan De Dios Moreyra Saravia,1105,10,5.5,351,66,47,-19,Level B
124,Girls 16,Norway,Sofie Kristine Ratama,1574,10,5,350,65,46,-19,Level B
125,Open 12,Guatemala,Hector Jose Linares Orellana,1178,10,4,299,66,46,-20,Level B
126,Open 12,Kazakhstan,Sauat Nurgaliyev,1803,10,7.5,347,65,45,-20,Level B
127,Girls 16,Israel,Noya Adlen,1444,10,4,378,64,44,-20,Level A
128,Open 12,Sweden,Oscar Morell,1536,10,4.5,373,63,43,-20,Level A
129,Open 12,Peru,Luis Fabricio Alfaro Zambrano,1308,10,5,313,63,43,-20,Level A
130,Girls 16,Russia,Marina Kuznetsova,1964,10,5,351,63,43,-20,Level B
131,Girls 16,India,Mrittika Mallick,1690,10,5.5,319,62,42,-20,Level A
132,Girls 16,Kyrgyzstan,Nurai Sovetbekova,1597,10,6.5,359,62,42,-20,Level A
133,Girls 16,Slovenia,Vesna Mihelic,1871,10,5.5,394,59,39,-20,Level A
134,Open 12,Angola,Joaquim Soares Leonel,1619,10,3.5,242,66,45,-21,Level B
135,Open 12,England,Harry Z Zheng,1685,10,6,327,65,44,-21,Level B
136,Open 12,,T__ L__,1294,10,5,313,65,44,-21,Level A
137,Open 12,Bolivia,Rene David Claure Verastegui,1402,10,5,316,63,42,-21,Level A
138,Girls 16,Georgia,Ana Mamardashvili,1384,10,6,400,61,40,-21,Level A
139,Open 12,Georgia,Giorgi Giorgadze,1583,10,5.5,322,67,45,-22,Level B
