Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Open,Argentina,Francisco Fiorito,1791,7,4.5,262,36,49,13,Level A
2,Open,United States of America,Ryo Chen,2165,7,5.5,292,45,48,3,Level A
3,Girls,Brazil,Esther Zilli Ramazzotte,,7,5,251,49,47,-2,Level A
4,Open,United States of America,Andy Woodward,1975,7,5.5,217,57,53,-4,Level A
5,Open,,Aaron Reeve Mendes,1520,7,6,232,57,52,-5,Level A
6,Open,Chile,Mauricio Emmanuel Marrujo Pardo,1857,7,6,216,56,50,-6,Level A
7,Girls,Bolivia,Iris Nicole Mollo Figueroa,1141,7,5.5,302,51,43,-8,Level A
8,Girls,United States of America,Omya Vidyarthi,1709,7,6.5,216,52,41,-11,Level A
9,Open,Canada,Johnathan Wu,1432,7,3.5,275,57,43,-14,Level A
10,Open,Argentina,Ilan Schnaider,2080,7,5,198,62,47,-15,Level A
11,Girls,United States of America,J S,1614,7,6,237,62,46,-16,Level A
12,Girls,Argentina,Vanesa Guzman,1318,7,4,273,61,45,-16,Level A
13,Open,United States of America,YUVRAJ CHENNAREDDY,1734,7,5,247,62,45,-17,Level A
14,Open,Ecuador,Leandro Nicolas Ulloa Centeno,1353,7,4,163,67,49,-18,Level A
15,Open,United States of America,Nevo Faitelson,1706,7,4,200,60,42,-18,Level A
16,Girls,Canada,Rae Chen,1046,7,5,198,65,43,-22,Level A
17,Open,Canada,Justin Jialin Gao,,7,4,131,65,42,-23,Level A
18,Girls,Peru,Fabiana Gomez Gonzales,1034,7,4,211,71,45,-26,Level A
19,Open,Chile,Maximiliano Far�as Jaque,1395,7,3,215,68,41,-27,Level A
20,Open,Panama,Adrian Cortes,,7,4.5,234,75,47,-28,Level A
21,Open,Jamaica,Ronak Shergil,1603,7,4,238,69,41,-28,Level A
22,Girls,Cuba,Liennys Ferrer naranjo,1225,7,5,211,65,37,-28,Level A
23,Open,Mexico,Jesus Daniel Diaz Guerrero,,7,3.5,194,66,37,-29,Level A
24,Open,Paraguay,Marcos Manuel Miranda Fernandez,1112,7,4,263,69,39,-30,Level A
25,Open,United States of America,Tanitoluwa Adewumi,1730,7,5,172,77,45,-32,Level A
