Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Open 14,Peru,Juan David Prado Mendivil,,8,4.5,243,24,66,42,Level D
2,Open 14,,Pablo Lavagnino,,9,5,359,22,63,41,Level D
3,Open 14,Norway,Sergey Eliseev,2109,2,0,11,28,64,36,Level C
4,Open 14,England,Edison Xu,1838,10,6.5,390,33,61,28,Level D
5,Open 14,India,Arjun Sidharth S,1665,10,7.5,404,30,55,25,Level D
6,Open 14,Kenya,Odongo Lwanga,1269,9,5.5,270,39,62,23,Level D
7,Girls 14,Malaysia,Kai Ni Agnes Chong,1892,10,7.5,333,35,58,23,Level D
8,Open 14,Vietnam,Tong Hai Anh,1486,10,7,335,37,57,20,Level D
9,Open 14,India,Shubh Kapur,1617,9,4.5,391,31,50,19,Level D
10,Girls 14,Peru,Nasya Yamila Norena Flores,1410,8,5,196,34,52,18,Level C
11,Open 14,United States of America,Vyom Vidyarthi,2225,10,8,356,39,56,17,Level D
12,Open 14,United States of America,Erick Zhao,2037,10,7.5,282,39,56,17,Level D
13,Open 14,,John Veny,1687,10,6.5,373,31,48,17,Level C
14,Open 14,Slovenia,Rudi Olenik Campa,2172,10,8,276,43,58,15,Level D
15,Girls 14,South Africa,Davida Strong,1282,10,7.5,313,42,57,15,Level D
16,Girls 14,India,Anahita Verma,1407,10,7,431,38,52,14,Level C
17,Girls 14,Croatia,Josipa Zovko,1355,10,5.5,316,37,51,14,Level C
18,Girls 14,Canada,Kaitlyn Tao,,10,6,354,45,58,13,Level D
19,Open 14,Malaysia,Darshan Revinthran,1652,10,6,360,44,57,13,Level D
20,Open 14,United States of America,Bach Ngo,2071,10,8,418,42,55,13,Level D
21,Open 14,Vietnam,Dinh Minh An,1701,9,6.5,372,40,52,12,Level C
22,Open 14,Indonesia,Cleon Amadeus Surya,1629,10,7.5,308,37,49,12,Level C
23,Girls 14,Philippines,Jersey Marticio,1544,10,8.5,362,37,49,12,Level C
24,Open 14,Philippines,Wayne Ruiz,1584,10,8,363,45,56,11,Level D
