Sort,Section,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
1,Open,Peru,Narayana Hepler Ramirez,2117,7,6,322,32,55,23,Level C
2,Girls,Guyana,Angel Rahim,,7,4,110,45,66,21,Level C
3,Open,Canada,Sergey Noritsyn,2111,7,4.5,260,43,55,12,Level C
4,Open,United States of America,Hans Moke Niemann,2472,7,4.5,283,43,53,10,Level C
5,Open,Colombia,Miguel Angel Soto,2273,7,5.5,289,44,52,8,Level C
6,Open,United States of America,David Brodsky,2455,7,4.5,289,46,51,5,Level C
7,Girls,United States of America,Sophie Morris-Suzuki,2043,7,5.5,309,41,44,3,Level B
8,Open,Canada,Rohan Talukdar,2341,7,5.5,399,45,46,1,Level B
9,Open,,Jose Angel Hernandez Luna,1948,7,4.5,335,50,50,0,Level C
10,Open,Trinidad & Tobago,Sean Yearwood,1778,7,3,242,57,50,-7,Level C
11,Girls,Canada,Svitlana Demchenko,2071,7,5.5,193,56,49,-7,Level B
12,Open,Argentina,Benjamin Falcon,2270,7,5,178,56,48,-8,Level B
13,Girls,United States of America,Thalia Cervantes Landeiro,2311,7,6,195,57,47,-10,Level B
14,Open,United States of America,JUSTIN WANG,2447,7,5,330,57,47,-10,Level B
15,Open,United States of America,JOSIAH STEARMAN,2391,7,4,273,61,49,-12,Level C
16,Open,Canada,Sebastien Azar,,6,2.5,216,60,45,-15,Level B
17,Open,Chile,Juan Bahamondes Cepeda,1855,7,4,301,56,41,-15,Level A
18,Open,El Salvador,Walter Coto,1750,7,3,192,66,47,-19,Level B
19,Girls,Canada,Maili-Jade Ouellet,2257,7,5,247,63,43,-20,Level A
20,Open,Barbados,Aaron Haynes,1450,6,2,233,64,42,-22,Level A
21,Open,Haiti,Angelo ETIENNE,1995,7,4,266,65,42,-23,Level A
22,Open,Uruguay,Pedro Suarez,2070,7,3.5,232,71,47,-24,Level B
23,Open,Costa Rica,Joshua Quesada Leon,1839,7,3,217,69,44,-25,Level A
24,Open,Colombia,Jorge Esteban Tobar Beltran,1877,7,3.5,247,76,50,-26,Level C
25,Open,Bolivia,Pavel Genaro Vera Sanchez,2042,7,4,326,72,46,-26,Level B
26,Girls,Chile,Javiera Gomez Barrera,2083,7,4,241,70,44,-26,Level A
27,Girls,Jamaica,Adani Clarke,1811,7,4,211,68,40,-28,Level A
28,Open,Antigua and Barbuda,Jonathan Solomon,,6,1,233,66,38,-28,Level A
29,Open,Paraguay,Alejandro Benitez,2201,7,3,128,69,40,-29,Level A
30,Girls,Colombia,Laura Sofia Gomez Vasquez,1660,6,3,172,78,47,-31,Level B
31,Girls,El Salvador,Angie Garcia,1802,7,3,155,74,43,-31,Level A
32,Girls,Ecuador,KATHLEEN QUEZADA PAUKER,1498,7,3,208,72,41,-31,Level A
33,Girls,,Andrea Ruiz Villalba,1757,7,4,171,77,44,-33,Level B
34,Open,Guatemala,Raul Anibal Pineda Duarte,1259,7,2,169,69,36,-33,Level A
35,Open,Ecuador,THOMAS CASTILLO GONZALEZ,1816,7,3,177,78,43,-35,Level B
36,Open,Jamaica,Tajae Morgan,1713,7,3,317,75,39,-36,Level A
37,Open,Panama,KENDRICH FINLAY,1379,6,1,179,73,37,-36,Level A
38,Girls,,Melanie Salazar Gould,1957,7,3,212,83,42,-41,Level A
39,Open,Barbados,Kyle Sandiford,1862,6,1.5,188,83,40,-43,Level A
40,Girls,Bolivia,Gaya Paola Enriquez Coronel,1576,7,4,193,87,43,-44,Level A
41,Open,Guyana,Jaden Taylor,1298,6,1,160,95,44,-51,Level A
42,Girls,Panama,LOURDES VASQUEZ,1539,6,2,140,89,37,-52,Level A
43,Open,Guyana,Ethan Lee,1324,6,1,180,95,41,-54,Level A
44,Girls,Argentina,Guadalupe Mayeregger,1731,7,4,111,94,39,-55,Level A
45,Girls,Guyana,Sasha Shariff,1195,7,1,69,119,39,-80,Level A
46,Girls,Barbados,Kiarra Eversley,1300,6,1,142,117,37,-80,Level A
47,Girls,Trinidad & Tobago,Shemilah James,1613,7,2,195,125,40,-85,Level A
48,Girls,Haiti,Davena JONET,1458,6,2,102,141,35,-106,Level A
49,Girls,Guatemala,Jenny Fernanda Santiago Sontay,1708,3,0,0,0,0,,Level A
